"Index URL



",Document URL,Document date,Document title,Document type,Document Keywords,,
http://www.justice.gov/atr/cases/indx107.htm,http://www.justice.gov/atr/cases/f3700/3781.htm,10/16/1997,Hold Separate and Partition Plan Stipulation and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx107.htm,http://www.justice.gov/atr/cases/f7100/7132.htm,10/16/1997,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/rbsjapan.html,http://www.justice.gov/atr/cases/f296900/296964.pdf,4/12/2013,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rbsjapan.html,http://www.justice.gov/atr/cases/f296600/296685.pdf,4/12/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/read.html,http://www.justice.gov/atr/cases/f304500/304579.pdf,9/24/2013,Unsealing Order in USA v. Read et al.,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/read.html,http://www.justice.gov/atr/cases/f304500/304577.pdf,9/13/2013,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/reading0.htm,http://www.justice.gov/atr/cases/f201300/201321.htm,10/1/2003,Brief for the United States as Amicus Curiae,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f276800/276844.pdf,11/1/2011,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f276800/276842.pdf,10/31/2011,Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f276800/276815.pdf,10/31/2011,(Proposed) Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f276800/276813.pdf,10/31/2011,Motion and Memorandum of the United States in Support of Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f274000/274063.pdf,8/17/2011,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f274000/274055.pdf,8/17/2011,Proposed Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f274000/274057.pdf,8/17/2011,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/regalbeloit.html,http://www.justice.gov/atr/cases/f274000/274059.pdf,8/17/2011,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239700/239731.htm,11/17/2008,Motion of the United States for Appointment of Trustee,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239700/239732.htm,11/17/2008,Plaintiff's Memorandum in Support of Motion of the United States for Appointment of Trustee,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239700/239733.htm,11/17/2008,Affidavit of Gregg I. Malawer,Affidavits / Declarations of Division Personnel,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239100/239168.htm,10/30/2008,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239000/239061.htm,10/23/2008,Plaintiff's Certification of Compliance with the Antitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f239000/239059.htm,10/23/2008,Plaintiff's Motion and Memorandum for Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f237700/237799.htm,9/29/2008,Notice of Third Extension of Time for Divestiture,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f237700/237798.htm,9/24/2008,Response of the United States to Public Comments on the Proposed Final Judgment,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f236700/236707.htm,8/27/2008,Notice of Second Extension of Time for Divestiture,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f236700/236705.htm,7/15/2008,Notice of Extension of Time for Divesiture,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f232700/232769.htm,4/30/2008,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f232700/232714.htm,4/29/2008,United States' Explanation of Consent Decree Procedures,Explanation of Consent Decree Procedures,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f232700/232713.htm,4/29/2008,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f232700/232715.htm,4/29/2008,Hold Separate Stipulation and [Proposed] Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/regal.htm,http://www.justice.gov/atr/cases/f232700/232712.htm,4/29/2008,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx4462.htm,http://www.justice.gov/atr/cases/f4600/4689.htm,5/5/2000,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/dir11.htm,http://www.justice.gov/atr/cases/f1200/1252.htm,10/7/1997,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/remick.html,http://www.justice.gov/atr/cases/f296800/296883.pdf,4/25/2013,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/remick.html,http://www.justice.gov/atr/cases/f296800/296840.pdf,4/25/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/renloi0.htm,http://www.justice.gov/atr/cases/f0900/0928.htm,9/19/1996,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/renquist.html,http://www.justice.gov/atr/cases/f296300/296386.pdf,4/24/2013,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/renquist.html,http://www.justice.gov/atr/cases/f294500/294510.pdf,3/7/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/republic.htm,http://www.justice.gov/atr/cases/f207400/207408.htm,11/30/2004,Settlement Agreement and Enforcement Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/republic.htm,http://www.justice.gov/atr/cases/f206600/206625.htm,11/30/2004,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f305100/305136.pdf,1/18/2001,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f6800/6872.htm,10/23/2000,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f220700/220734.htm,9/27/2000,Explanation of Consent Decree Procedures,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f6600/6666.htm,9/27/2000,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f6600/6668.htm,9/27/2000,Hold Separate Stipulation and Order,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx271.htm,http://www.justice.gov/atr/cases/f6600/6667.htm,9/27/2000,Complaint for Injunctive Relief,Complaints,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f260600/260621.htm,7/15/2010,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f260500/260523.htm,7/15/2010,Memorandum Opinion,Court Opinions,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f253000/253695.htm,12/30/2009,Response of Plaintiff United States to the Amicus Brief of Center for a Competitive Waste Industry,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f249800/249816.htm,9/8/2009,Response of Plaintiff United States to the Motion By CCWI For Leave To Appear As Amicus Curiae,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f248700/248799.htm,8/3/2009,Exhibit B: Joint Status Report on Steps Taken Following Filings of United States Response to Public Comments [Redacted],Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f248700/248798.htm,8/3/2009,Joint Status Report on Steps Taken Following Entry of the Hold Separate Stipulation and Order - Exhibit A,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f248700/248796.htm,8/3/2009,Joint Status Report on Steps Taken Following Filing of United States Response to Public Comments (Redacted),Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f248000/248082.htm,7/16/2009,Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act ,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f248000/248079.htm,7/16/2009,Plaintiff's Motion and Memorandum for Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f245800/245894.htm,5/14/2009,Response of the United States to Public Comments on the Proposed Final Judgment,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f245500/245517.htm,5/4/2009,Joint Status Report on Steps Taken Following Entry of the Hold Separate Stipulation and Order,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f242100/242137.htm,12/16/2008,Federal Register Notice,Administrative / Regulatory Filings,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f239900/239983.htm,12/3/2008,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f239900/239986.htm,12/3/2008,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f240000/240013.htm,12/3/2008,Hold Separate Stipulations And Orders,Hold Separate Stipulations and Orders,antitrust,,
http://www.justice.gov/atr/cases/republic2.htm,http://www.justice.gov/atr/cases/f239900/239987.htm,12/3/2008,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0500/0518.htm,1/22/1996,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0500/0512.htm,1/3/1996,Motion for Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0400/0451.pdf,10/20/1995,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0400/0450.htm,10/20/1995,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0400/0449.htm,10/20/1995,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/reuter0.htm,http://www.justice.gov/atr/cases/f0400/0448.htm,10/20/1995,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/rezaian.html,http://www.justice.gov/atr/cases/f296500/296515.pdf,5/2/2013,Stipulation and Preliminary Forfeiture Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rezaian.html,http://www.justice.gov/atr/cases/f296400/296461.pdf,5/2/2013,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rezaian.html,http://www.justice.gov/atr/cases/f295900/295937.pdf,4/16/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/wallyh0.htm,http://www.justice.gov/atr/cases/f0700/0713.htm,6/25/1996,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rhone.htm,http://www.justice.gov/atr/cases/f218000/218086.htm,9/18/2003,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rhone.htm,http://www.justice.gov/atr/cases/f201300/201338.htm,9/18/2003,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/richard.html,http://www.justice.gov/atr/cases/f265600/265682.htm,12/14/2010,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/richard.html,http://www.justice.gov/atr/cases/f266100/266194.htm,11/23/2010,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/indx97.htm,http://www.justice.gov/atr/cases/f2100/2117.htm,10/21/1998,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/riddell.html,http://www.justice.gov/atr/cases/f275700/275736.pdf,9/29/2011,Ciminal Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/richar0.htm,http://www.justice.gov/atr/cases/f0400/0413.htm,9/14/1995,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/ritzsandisk.html,http://www.justice.gov/atr/cases/f283500/283593.pdf,5/22/2012,Brief for the United States and the Federal Trade Commission as Amici Curiae in Support of Appellee,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/riverside.html,http://www.justice.gov/atr/cases/f307000/307053.pdf,6/27/2014,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/riverside.html,http://www.justice.gov/atr/cases/f307000/307051.pdf,6/27/2014,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/bosch.html,http://www.justice.gov/atr/cases/f312800/312878.pdf,3/31/2015,Informations,Informations,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278600/278694.pdf,12/28/2011,Order and Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278500/278575.pdf,12/23/2011,Plaintiff's Supplemental Memorandum,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278300/278365.htm,12/16/2011,Plaintiff's Motion For Entry Of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278300/278361.pdf,12/16/2011,[Proposed] Final Judgment ,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278300/278367.htm,12/16/2011,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/roberts.html,http://www.justice.gov/atr/cases/f278300/278363.htm,12/16/2011,Complaint For Civil Penalties For Failure To Comply With The Premerger Reporting And Waiting Requirements Of The Hart-Scott-Rodino Act ,Complaints,antitrust,,
http://www.justice.gov/atr/cases/robinson.htm,http://www.justice.gov/atr/cases/f239300/239394.htm,7/11/2008,Guilty Plea and Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/robinson.htm,http://www.justice.gov/atr/cases/f234200/234248.htm,6/12/2008,Criminal Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/robson.htm,http://www.justice.gov/atr/cases/f306800/306882.pdf,6/10/2014,Superseding Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/robson.htm,http://www.justice.gov/atr/cases/f305500/305565.pdf,4/28/2014,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/robson.htm,http://www.justice.gov/atr/cases/f303100/303136.pdf,1/13/2014,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1600/1622.htm,3/30/1998,Consent Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1700/1794.htm,6/24/1997,Certificate of Compliance,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1600/1615.htm,2/20/1998,Rochester Gas & Electric,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1600/1614.htm,3/31/1998,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1353.htm,12/15/1997,Memo Of Law in Reply to Defendant's Opposition to Plaintiff's Motion for Summary Judgment,Summary Judgment / Opposition,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1352.htm,11/1/1997,Plaintiff's Rule 56 Statement of Material Facts as to Which There is No Genuine Issue to be Tried,"Evidentiary Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1351.htm,11/1/1997,Memo in Support of Motion for Summary Judgment and in Opposition to Plaintiff's Motion for Summary Judgment,Summary Judgment / Opposition,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1350.htm,11/1/1997,Motion For Summary Judgment In Opposition To Defendant's Motion For Summary Judgment,Summary Judgment / Opposition,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1349.htm,11/1/1997,Notice Of Motion For Summary Judgment,Summary Judgment / Opposition,antitrust,,
http://www.justice.gov/atr/cases/indx23.htm,http://www.justice.gov/atr/cases/f1300/1346.htm,6/24/1997,Complaint For Equitable Relief For Violations Of 15 USC Section 1 (Sherman Antitrust Act),Complaints,antitrust,,
http://www.justice.gov/atr/cases/rodriguez.htm,http://www.justice.gov/atr/cases/f227600/227681.htm,10/9/2007,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rodriguez.htm,http://www.justice.gov/atr/cases/f227600/227680.htm,10/9/2007,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/roemerb.html,http://www.justice.gov/atr/cases/f313500/313545.pdf,4/23/2015,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/roemer.html,http://www.justice.gov/atr/cases/f313500/313541.pdf,4/23/2015,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/roland.html,http://www.justice.gov/atr/cases/f269500/269514.pdf,4/6/2011,Brief for Appellee United States of America,Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f222600/222632.htm,3/30/2007,"Joint Motion of the United States, American Watch Association, Inc., and Foote, Cone, & Belding, Inc. to Enter Order Terminating the Final Judgment Entered Against American Watch Association, Inc. and the Final Judgment Entered Against Foote, Cone & Belding, Inc.",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f221100/221149.htm,1/16/2007,Order Terminating Final Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f221000/221005.htm,1/12/2007,Response of United States to Public Comments,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f221000/221004.htm,1/12/2007,"Joint Motion of the United States and Rolex Watch U.S.A., Inc. to Enter Order Terminating Final Judgment",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f216600/216619.htm,6/9/2006,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f216600/216618.htm,6/9/2006,"Memorandum of United States In Response to Joint Motion of American Watch Association, Inc. and Foote, Cone & Belding, Inc. for Order Terminating The Final Judgment Entered Against American Watch Association, Inc. and the Final Judgment Entered Against Foote, Cone & Belding, Inc.",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f216300/216304.htm,3/7/2006,Settlement Agreement and Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214815.htm,2/28/2006,"Memorandum Of United States In Response to Motion of Rolex Watch U.S.A., Inc. For Order Terminating Final Judgment",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214817.htm,2/28/2006,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214819.htm,2/28/2006,[Proposed] Settlement Agreement and Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214818.htm,2/28/2006,Stipulation for Entry of Settlement Agreement and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214820.htm,2/28/2006,"Petition By The United States for an Order to Show Cause Why Defendant Rolex Watch U.S.A., Inc. Should Not Be Found in Civil Contempt",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rolex.htm,http://www.justice.gov/atr/cases/f214800/214816.htm,3/9/1960,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx15.htm,http://www.justice.gov/atr/cases/f218800/218834.htm,10/28/1997,Brief of Appellee United States of America,Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/indx15.htm,http://www.justice.gov/atr/cases/f0900/0923.htm,9/12/1996,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/indx20.htm,http://www.justice.gov/atr/cases/f1300/1310.htm,12/17/1997,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rosas.html,http://www.justice.gov/atr/cases/f275400/275488.pdf,9/9/2011,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f217100/217161.htm,7/18/2006,Sentencing Memorandum,Fines / Sentencing / Probation / Re-Sentencing,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f217100/217168.htm,7/14/2006,Statement of the United States Concerning Resentencing of the Defendant,Fines / Sentencing / Probation / Re-Sentencing,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f216900/216967.htm,6/14/2006,Order Granting Unopposed Motion,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f211800/211870.htm,10/6/2005,"U.S.  v. Daniel T.  Rose, 05-10447",Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f216900/216970.htm,3/21/2005,Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/rose.htm,http://www.justice.gov/atr/cases/f201100/201133.htm,6/4/2003,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/robertrose.html,http://www.justice.gov/atr/cases/f273200/273262.pdf,7/13/2011,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/robertrose.html,http://www.justice.gov/atr/cases/f273200/273260.pdf,7/13/2011,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/indx3.htm,http://www.justice.gov/atr/cases/f1200/1217.htm,8/14/1997,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/rosenberg.html,http://www.justice.gov/atr/cases/f266400/266443.htm,12/2/2010,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rosenberg.html,http://www.justice.gov/atr/cases/f266400/266439.htm,12/2/2010,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rosenbledt.html,http://www.justice.gov/atr/cases/f301500/301527.pdf,11/5/2013,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rosenbledt.html,http://www.justice.gov/atr/cases/f300500/300528.pdf,9/5/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rothman.htm,http://www.justice.gov/atr/cases/f260100/260134.htm,3/11/2010,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rothman.htm,http://www.justice.gov/atr/cases/f260100/260113.htm,3/11/2010,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rrothman.html,http://www.justice.gov/atr/cases/f281900/281954.pdf,3/27/2012,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rrothman.html,http://www.justice.gov/atr/cases/f281900/281947.pdf,3/27/2012,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rowner.htm,http://www.justice.gov/atr/cases/f237200/237250.htm,7/10/2008,Plea Agreement Pursuant to Fed.R.Crim.P. 11(c)(1)(B),Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rowner.htm,http://www.justice.gov/atr/cases/f237200/237249.htm,7/10/2008,Plea Agreement Pursuant to Fed.R.Crim.P. 11(c)(1)(B),Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rowner.htm,http://www.justice.gov/atr/cases/f237200/237248.htm,4/23/2008,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rbscotland.html,http://www.justice.gov/atr/cases/f296500/296519.pdf,4/12/2013,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/rbscotland.html,http://www.justice.gov/atr/cases/f292500/292555.pdf,2/5/2013,Deferred Prosecution Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/indx12.htm,http://www.justice.gov/atr/cases/f1200/1253.htm,9/30/1997,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/rubinbonczyk.html,http://www.justice.gov/atr/cases/f0100/0152.htm,1/21/1993,Response of the United States in Opposition to Motion for Release Pending Appeal,Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/rubinchambers.html,http://www.justice.gov/atr/cases/f279000/279013.pdf,1/9/2012,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/rubinchambers.html,http://www.justice.gov/atr/cases/f279000/279009.pdf,1/9/2012,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
